Time,Sensor_and_Value
38.075,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.113,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.151,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.189,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.227,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.265,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.303,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.341,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.379,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.417,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.455,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.493,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.531,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.569,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.607,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.645,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.683,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.721,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.759,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.797,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.835,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.873,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.911,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.949,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
38.987,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
39.025,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
39.063,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
39.101,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
39.139,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
39.177,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = False|secondIslandRobotino = True|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = True|pressEndInduction2 = False|pressPressureN = 70|pressPressTime = 2|pressWorkpieceCheck = True|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
