Order Number,Carrier ID,Actual Heat,Target Heat,Actual Time,Target Time,Full Station Time,World Time
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:54.396631
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:54.643288
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:54.891949
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:55.138606
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:55.389273
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:55.641945
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:55.891608
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:56.136260
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:56.387930
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:56.634586
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:56.873221
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:57.125892
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:57.375556
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:57.620207
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:57.870875
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:58.123546
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:58.374213
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:58.619867
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:58.859504
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:59.101147
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:59.350813
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:59.600476
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:59.852145
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:00.101811
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:00.357490
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:00.602140
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:00.845788
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:01.086430
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:01.335091
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:01.579741
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:01.823390
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:02.073055
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:02.319711
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:02.563359
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:02.814026
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:03.073716
